experiment_id,seed,spec,model,target,train_weeks,val_weeks,test_weeks,n_features,pos_train,pos_val,pos_test,scoreable,pr_auc_raw,roc_auc_raw,n_unique_raw,pr_auc_cal,roc_auc_cal,n_unique_cal,status
E3|propagation_vulnerability|A|logreg|seed1302,1302,A,logreg,propagation_vulnerability,1-78,87-118,127-156,53,19,5,0,False,,,,,,,unscoreable_no_test_positives
E3|propagation_vulnerability|B|lgbm|seed1302,1302,B,lgbm,propagation_vulnerability,1-78,87-118,127-156,61,19,5,0,False,,,,,,,unscoreable_no_test_positives
E3|propagation_vulnerability|B|logreg|seed1302,1302,B,logreg,propagation_vulnerability,1-78,87-118,127-156,61,19,5,0,False,,,,,,,unscoreable_no_test_positives
E3|propagation_vulnerability|C|lgbm|seed1302,1302,C,lgbm,propagation_vulnerability,1-78,87-118,127-156,62,19,5,0,False,,,,,,,unscoreable_no_test_positives
E3|propagation_vulnerability|C|logreg|seed1302,1302,C,logreg,propagation_vulnerability,1-78,87-118,127-156,62,19,5,0,False,,,,,,,unscoreable_no_test_positives
E3|propagation_vulnerability|C1|lgbm|seed1302,1302,C1,lgbm,propagation_vulnerability,1-78,87-118,127-156,66,19,5,0,False,,,,,,,unscoreable_no_test_positives
E3|propagation_vulnerability|C1|logreg|seed1302,1302,C1,logreg,propagation_vulnerability,1-78,87-118,127-156,66,19,5,0,False,,,,,,,unscoreable_no_test_positives
E3|propagation_vulnerability|C2|lgbm|seed1302,1302,C2,lgbm,propagation_vulnerability,1-78,87-118,127-156,65,19,5,0,False,,,,,,,unscoreable_no_test_positives
E3|propagation_vulnerability|C2|logreg|seed1302,1302,C2,logreg,propagation_vulnerability,1-78,87-118,127-156,65,19,5,0,False,,,,,,,unscoreable_no_test_positives
E3|propagation_vulnerability|C3|lgbm|seed1302,1302,C3,lgbm,propagation_vulnerability,1-78,87-118,127-156,63,19,5,0,False,,,,,,,unscoreable_no_test_positives
E3|propagation_vulnerability|C3|logreg|seed1302,1302,C3,logreg,propagation_vulnerability,1-78,87-118,127-156,63,19,5,0,False,,,,,,,unscoreable_no_test_positives
E3|propagation_vulnerability|M0|deterministic|seed1403,1403,M0,deterministic,propagation_vulnerability,1-78,87-118,127-156,0,4,4,1,True,8.333333333333333e-05,0.47466455537961494,116.0,8.778089887640449e-05,0.5253354446203851,116.0,ok
E3|propagation_vulnerability|A|lgbm|seed1403,1403,A,lgbm,propagation_vulnerability,1-78,87-118,127-156,53,4,4,1,True,8.507018290089324e-05,0.4650387532294358,13.0,8.33402783565297e-05,0.4898324860405034,3.0,ok
E3|propagation_vulnerability|A|logreg|seed1403,1403,A,logreg,propagation_vulnerability,1-78,87-118,127-156,53,4,4,1,True,0.00012038040207054291,0.30777564797066426,12000.0,0.0002707092582566324,0.6922243520293359,11999.0,ok
E3|propagation_vulnerability|B|lgbm|seed1403,1403,B,lgbm,propagation_vulnerability,1-78,87-118,127-156,61,4,4,1,True,8.42034355001684e-05,0.4996249687473956,7.0,8.42034355001684e-05,0.5003750312526043,4.0,ok
E3|propagation_vulnerability|B|logreg|seed1403,1403,B,logreg,propagation_vulnerability,1-78,87-118,127-156,61,4,4,1,True,0.00011485012059262662,0.2744395366280523,12000.0,0.00030358227079538557,0.7255604633719477,11875.0,ok
E3|propagation_vulnerability|C|lgbm|seed1403,1403,C,lgbm,propagation_vulnerability,1-78,87-118,127-156,62,4,4,1,True,8.42034355001684e-05,0.4996249687473956,7.0,8.42034355001684e-05,0.5003750312526043,4.0,ok
E3|propagation_vulnerability|C|logreg|seed1403,1403,C,logreg,propagation_vulnerability,1-78,87-118,127-156,62,4,4,1,True,0.00011527377521613833,0.2771064255354613,12000.0,0.0003006614552014432,0.7228935744645387,11998.0,ok
E3|propagation_vulnerability|C1|lgbm|seed1403,1403,C1,lgbm,propagation_vulnerability,1-78,87-118,127-156,66,4,4,1,True,8.42034355001684e-05,0.4996249687473956,7.0,8.42034355001684e-05,0.5003750312526043,4.0,ok
E3|propagation_vulnerability|C1|logreg|seed1403,1403,C1,logreg,propagation_vulnerability,1-78,87-118,127-156,66,4,4,1,True,0.0008532423208191126,0.9024085340445037,12000.0,9.234463015975621e-05,0.09759146595549628,12000.0,ok
E3|propagation_vulnerability|C2|lgbm|seed1403,1403,C2,lgbm,propagation_vulnerability,1-78,87-118,127-156,65,4,4,1,True,8.42034355001684e-05,0.4996249687473956,7.0,8.42034355001684e-05,0.5003750312526043,4.0,ok
E3|propagation_vulnerability|C2|logreg|seed1403,1403,C2,logreg,propagation_vulnerability,1-78,87-118,127-156,65,4,4,1,True,0.002386634844868735,0.9651637636469705,12000.0,8.634087376964255e-05,0.03483623635302946,12000.0,ok
E3|propagation_vulnerability|C3|lgbm|seed1403,1403,C3,lgbm,propagation_vulnerability,1-78,87-118,127-156,63,4,4,1,True,8.452370890034655e-05,0.47958163180265023,10.0,8.382229673093043e-05,0.4958746562213518,4.0,ok
E3|propagation_vulnerability|C3|logreg|seed1403,1403,C3,logreg,propagation_vulnerability,1-78,87-118,127-156,63,4,4,1,True,0.0011198208286674132,0.9256604717059755,12000.0,9.002520705797624e-05,0.07433952829402446,11998.0,ok
E3|propagation_vulnerability|M0|deterministic|seed1504,1504,M0,deterministic,propagation_vulnerability,1-78,87-118,127-156,0,22,8,8,True,0.0009671928522405071,0.5832534189459639,226.0,0.0005693260046148738,0.416746581054036,226.0,ok
E3|propagation_vulnerability|A|lgbm|seed1504,1504,A,lgbm,propagation_vulnerability,1-78,87-118,127-156,53,22,8,8,True,0.11133395084286703,0.7506723232154768,58.0,0.11133394389784383,0.7506827468312207,56.0,ok
E3|propagation_vulnerability|A|logreg|seed1504,1504,A,logreg,propagation_vulnerability,1-78,87-118,127-156,53,22,8,8,True,0.8408549783549784,0.9998123749166111,12000.0,0.8408549783549784,0.9998123749166111,11913.0,ok
E3|propagation_vulnerability|B|lgbm|seed1504,1504,B,lgbm,propagation_vulnerability,1-78,87-118,127-156,61,22,8,8,True,0.013669646845266194,0.7376584389593062,463.0,0.013679430749005399,0.7373457304869913,437.0,ok
E3|propagation_vulnerability|B|logreg|seed1504,1504,B,logreg,propagation_vulnerability,1-78,87-118,127-156,61,22,8,8,True,0.2068980632488697,0.9986240827218146,12000.0,0.20689806324886972,0.9986240827218145,11873.0,ok
E3|propagation_vulnerability|C|lgbm|seed1504,1504,C,lgbm,propagation_vulnerability,1-78,87-118,127-156,62,22,8,8,True,0.0011315190506234012,0.18797948632421616,122.0,0.001131519050623401,0.18797948632421616,115.0,ok
E3|propagation_vulnerability|C|logreg|seed1504,1504,C,logreg,propagation_vulnerability,1-78,87-118,127-156,62,22,8,8,True,0.7283993783993785,0.9996768679119413,12000.0,0.7283993783993784,0.9996768679119413,11858.0,ok
E3|propagation_vulnerability|C1|lgbm|seed1504,1504,C1,lgbm,propagation_vulnerability,1-78,87-118,127-156,66,22,8,8,True,0.004210293644104286,0.8092269846564376,315.0,0.010844169414139916,0.1907730153435624,307.0,ok
E3|propagation_vulnerability|C1|logreg|seed1504,1504,C1,logreg,propagation_vulnerability,1-78,87-118,127-156,66,22,8,8,True,0.7139880952380953,0.999635173448966,12000.0,0.7139880952380953,0.999635173448966,11406.0,ok
E3|propagation_vulnerability|C2|lgbm|seed1504,1504,C2,lgbm,propagation_vulnerability,1-78,87-118,127-156,65,22,8,8,True,0.008052697981366461,0.9387456220813877,49.0,0.0005631958161104164,0.061254377918612435,41.0,ok
E3|propagation_vulnerability|C2|logreg|seed1504,1504,C2,logreg,propagation_vulnerability,1-78,87-118,127-156,65,22,8,8,True,0.7151515151515151,0.9996977151434289,12000.0,0.7151515151515152,0.999697715143429,11305.0,ok
E3|propagation_vulnerability|C3|lgbm|seed1504,1504,C3,lgbm,propagation_vulnerability,1-78,87-118,127-156,63,22,8,8,True,0.47058823529411764,0.999624749833222,46.0,0.47058823529411764,0.999624749833222,34.0,ok
E3|propagation_vulnerability|C3|logreg|seed1504,1504,C3,logreg,propagation_vulnerability,1-78,87-118,127-156,63,22,8,8,True,0.4266598313966735,0.9993745830553703,12000.0,0.4266598313966735,0.9993745830553702,11821.0,ok
E3|propagation_vulnerability|M0|deterministic|seed1605,1605,M0,deterministic,propagation_vulnerability,1-78,87-118,127-156,0,17,0,3,True,0.00025,0.4724931232808202,120.0,,,,ok
E3|propagation_vulnerability|A|lgbm|seed1605,1605,A,lgbm,propagation_vulnerability,1-78,87-118,127-156,53,17,0,3,True,0.00025,0.20492623155788947,1519.0,,,,ok
E3|propagation_vulnerability|A|logreg|seed1605,1605,A,logreg,propagation_vulnerability,1-78,87-118,127-156,53,17,0,3,True,0.15301365301365302,0.9991108888333194,12000.0,,,,ok
E3|propagation_vulnerability|B|lgbm|seed1605,1605,B,lgbm,propagation_vulnerability,1-78,87-118,127-156,61,17,0,3,True,0.00025,0.48507960323414184,245.0,,,,ok
E3|propagation_vulnerability|B|logreg|seed1605,1605,B,logreg,propagation_vulnerability,1-78,87-118,127-156,61,17,0,3,True,0.15252525252525254,0.9991108888333194,12000.0,,,,ok
E3|propagation_vulnerability|C|lgbm|seed1605,1605,C,lgbm,propagation_vulnerability,1-78,87-118,127-156,62,17,0,3,True,0.00025,0.141952154705343,1543.0,,,,ok
E3|propagation_vulnerability|C|logreg|seed1605,1605,C,logreg,propagation_vulnerability,1-78,87-118,127-156,62,17,0,3,True,0.14572649572649574,0.9990553193854019,12000.0,,,,ok
E3|propagation_vulnerability|C1|lgbm|seed1605,1605,C1,lgbm,propagation_vulnerability,1-78,87-118,127-156,66,17,0,3,True,0.00019867576555853672,0.021255313828457134,920.0,,,,ok
E3|propagation_vulnerability|C1|logreg|seed1605,1605,C1,logreg,propagation_vulnerability,1-78,87-118,127-156,66,17,0,3,True,0.13992673992673993,0.9989997499374844,12000.0,,,,ok
E3|propagation_vulnerability|C2|lgbm|seed1605,1605,C2,lgbm,propagation_vulnerability,1-78,87-118,127-156,65,17,0,3,True,0.00025,0.27586063182462284,1240.0,,,,ok
E3|propagation_vulnerability|C2|logreg|seed1605,1605,C2,logreg,propagation_vulnerability,1-78,87-118,127-156,65,17,0,3,True,0.17086247086247086,0.9992220277291545,12000.0,,,,ok
E3|propagation_vulnerability|C3|lgbm|seed1605,1605,C3,lgbm,propagation_vulnerability,1-78,87-118,127-156,63,17,0,3,True,0.00025,0.4456530799366508,430.0,,,,ok
E3|propagation_vulnerability|C3|logreg|seed1605,1605,C3,logreg,propagation_vulnerability,1-78,87-118,127-156,63,17,0,3,True,0.14206349206349206,0.9990275346614432,12000.0,,,,ok
E3|propagation_vulnerability|M0|deterministic|seed1706,1706,M0,deterministic,propagation_vulnerability,1-78,87-118,127-156,0,4,0,4,True,0.0006948398576512455,0.5957715071690564,174.0,,,,ok
E3|propagation_vulnerability|A|lgbm|seed1706,1706,A,lgbm,propagation_vulnerability,1-78,87-118,127-156,53,4,0,4,True,0.0003333333333333333,0.5,1.0,,,,ok
E3|propagation_vulnerability|A|logreg|seed1706,1706,A,logreg,propagation_vulnerability,1-78,87-118,127-156,53,4,0,4,True,0.07073723838429721,0.997311603867956,12000.0,,,,ok
E3|propagation_vulnerability|B|lgbm|seed1706,1706,B,lgbm,propagation_vulnerability,1-78,87-118,127-156,61,4,0,4,True,0.0003333333333333333,0.5,1.0,,,,ok
E3|propagation_vulnerability|B|logreg|seed1706,1706,B,logreg,propagation_vulnerability,1-78,87-118,127-156,61,4,0,4,True,0.05994646485521074,0.9968322774258086,12000.0,,,,ok
E3|propagation_vulnerability|C|lgbm|seed1706,1706,C,lgbm,propagation_vulnerability,1-78,87-118,127-156,62,4,0,4,True,0.0003333333333333333,0.5,1.0,,,,ok
E3|propagation_vulnerability|C|logreg|seed1706,1706,C,logreg,propagation_vulnerability,1-78,87-118,127-156,62,4,0,4,True,0.0712259969375719,0.9973532844281428,12000.0,,,,ok
E3|propagation_vulnerability|C1|lgbm|seed1706,1706,C1,lgbm,propagation_vulnerability,1-78,87-118,127-156,66,4,0,4,True,0.0003333333333333333,0.5,1.0,,,,ok
E3|propagation_vulnerability|C1|logreg|seed1706,1706,C1,logreg,propagation_vulnerability,1-78,87-118,127-156,66,4,0,4,True,0.062415999915999915,0.9969573191063689,12000.0,,,,ok
E3|propagation_vulnerability|C2|lgbm|seed1706,1706,C2,lgbm,propagation_vulnerability,1-78,87-118,127-156,65,4,0,4,True,0.0003333333333333333,0.5,1.0,,,,ok
E3|propagation_vulnerability|C2|logreg|seed1706,1706,C2,logreg,propagation_vulnerability,1-78,87-118,127-156,65,4,0,4,True,0.06603423840265946,0.9971032010670224,12000.0,,,,ok
E3|propagation_vulnerability|C3|lgbm|seed1706,1706,C3,lgbm,propagation_vulnerability,1-78,87-118,127-156,63,4,0,4,True,0.0003333333333333333,0.49991663887962656,3.0,,,,ok
E3|propagation_vulnerability|C3|logreg|seed1706,1706,C3,logreg,propagation_vulnerability,1-78,87-118,127-156,63,4,0,4,True,0.0676178057757005,0.9971657219073025,12000.0,,,,ok
E3|propagation_vulnerability|M0|deterministic|seed1807,1807,M0,deterministic,propagation_vulnerability,1-78,87-118,127-156,0,7,0,0,False,,,,,,,unscoreable_no_test_positives
E3|propagation_vulnerability|A|lgbm|seed1807,1807,A,lgbm,propagation_vulnerability,1-78,87-118,127-156,53,7,0,0,False,,,,,,,unscoreable_no_test_positives
E3|propagation_vulnerability|A|logreg|seed1807,1807,A,logreg,propagation_vulnerability,1-78,87-118,127-156,53,7,0,0,False,,,,,,,unscoreable_no_test_positives
E3|propagation_vulnerability|B|lgbm|seed1807,1807,B,lgbm,propagation_vulnerability,1-78,87-118,127-156,61,7,0,0,False,,,,,,,unscoreable_no_test_positives
E3|propagation_vulnerability|B|logreg|seed1807,1807,B,logreg,propagation_vulnerability,1-78,87-118,127-156,61,7,0,0,False,,,,,,,unscoreable_no_test_positives
E3|propagation_vulnerability|C|lgbm|seed1807,1807,C,lgbm,propagation_vulnerability,1-78,87-118,127-156,62,7,0,0,False,,,,,,,unscoreable_no_test_positives
E3|propagation_vulnerability|C|logreg|seed1807,1807,C,logreg,propagation_vulnerability,1-78,87-118,127-156,62,7,0,0,False,,,,,,,unscoreable_no_test_positives
E3|propagation_vulnerability|C1|lgbm|seed1807,1807,C1,lgbm,propagation_vulnerability,1-78,87-118,127-156,66,7,0,0,False,,,,,,,unscoreable_no_test_positives
E3|propagation_vulnerability|C1|logreg|seed1807,1807,C1,logreg,propagation_vulnerability,1-78,87-118,127-156,66,7,0,0,False,,,,,,,unscoreable_no_test_positives
E3|propagation_vulnerability|C2|lgbm|seed1807,1807,C2,lgbm,propagation_vulnerability,1-78,87-118,127-156,65,7,0,0,False,,,,,,,unscoreable_no_test_positives
E3|propagation_vulnerability|C2|logreg|seed1807,1807,C2,logreg,propagation_vulnerability,1-78,87-118,127-156,65,7,0,0,False,,,,,,,unscoreable_no_test_positives
E3|propagation_vulnerability|C3|lgbm|seed1807,1807,C3,lgbm,propagation_vulnerability,1-78,87-118,127-156,63,7,0,0,False,,,,,,,unscoreable_no_test_positives
E3|propagation_vulnerability|C3|logreg|seed1807,1807,C3,logreg,propagation_vulnerability,1-78,87-118,127-156,63,7,0,0,False,,,,,,,unscoreable_no_test_positives
E3|propagation_vulnerability|M0|deterministic|seed1908,1908,M0,deterministic,propagation_vulnerability,1-78,87-118,127-156,0,18,10,4,True,0.0005729974160206719,0.5846948982994332,172.0,0.0002895164238771352,0.41530510170056684,172.0,ok
E3|propagation_vulnerability|A|lgbm|seed1908,1908,A,lgbm,propagation_vulnerability,1-78,87-118,127-156,53,18,10,4,True,0.26666666666666666,0.9995415138379461,18.0,0.26666666666666666,0.999541513837946,15.0,ok
E3|propagation_vulnerability|A|logreg|seed1908,1908,A,logreg,propagation_vulnerability,1-78,87-118,127-156,53,18,10,4,True,0.012970647344491479,0.9844948316105369,11997.0,0.012970647344491479,0.9844948316105369,11971.0,ok
E3|propagation_vulnerability|B|lgbm|seed1908,1908,B,lgbm,propagation_vulnerability,1-78,87-118,127-156,61,18,10,4,True,0.26666666666666666,0.999541513837946,28.0,0.26666666666666666,0.9995415138379459,23.0,ok
E3|propagation_vulnerability|B|logreg|seed1908,1908,B,logreg,propagation_vulnerability,1-78,87-118,127-156,61,18,10,4,True,0.014488192631384974,0.9862662554184728,12000.0,0.014488192631384974,0.9862662554184728,11957.0,ok
E3|propagation_vulnerability|C|lgbm|seed1908,1908,C,lgbm,propagation_vulnerability,1-78,87-118,127-156,62,18,10,4,True,0.26666666666666666,0.999541513837946,28.0,0.26666666666666666,0.9995415138379459,23.0,ok
E3|propagation_vulnerability|C|logreg|seed1908,1908,C,logreg,propagation_vulnerability,1-78,87-118,127-156,62,18,10,4,True,0.01625063360191873,0.9876208736245414,12000.0,0.016250633601918734,0.9876208736245414,11991.0,ok
E3|propagation_vulnerability|C1|lgbm|seed1908,1908,C1,lgbm,propagation_vulnerability,1-78,87-118,127-156,66,18,10,4,True,0.3076923076923077,0.9996248749583194,3.0,0.3076923076923077,0.9996248749583194,3.0,ok
E3|propagation_vulnerability|C1|logreg|seed1908,1908,C1,logreg,propagation_vulnerability,1-78,87-118,127-156,66,18,10,4,True,0.014541239843317288,0.9863287762587529,12000.0,0.014541239843317288,0.9863287762587529,11956.0,ok
E3|propagation_vulnerability|C2|lgbm|seed1908,1908,C2,lgbm,propagation_vulnerability,1-78,87-118,127-156,65,18,10,4,True,0.36363636363636365,0.9995415138379461,11.0,0.36363636363636365,0.9995415138379461,9.0,ok
E3|propagation_vulnerability|C2|logreg|seed1908,1908,C2,logreg,propagation_vulnerability,1-78,87-118,127-156,65,18,10,4,True,0.15559387003798594,0.9952067355785261,12000.0,0.15559387003798594,0.9952067355785261,11974.0,ok
E3|propagation_vulnerability|C3|lgbm|seed1908,1908,C3,lgbm,propagation_vulnerability,1-78,87-118,127-156,63,18,10,4,True,0.027243589743589744,0.9940396798932978,8.0,0.027243589743589744,0.9940396798932978,6.0,ok
E3|propagation_vulnerability|C3|logreg|seed1908,1908,C3,logreg,propagation_vulnerability,1-78,87-118,127-156,63,18,10,4,True,0.02167419688773125,0.9909344781593865,12000.0,0.02167419688773125,0.9909344781593865,11992.0,ok
E3|propagation_vulnerability|M0|deterministic|seed2009,2009,M0,deterministic,propagation_vulnerability,1-78,87-118,127-156,0,14,0,0,False,,,,,,,unscoreable_no_test_positives
E3|propagation_vulnerability|A|lgbm|seed2009,2009,A,lgbm,propagation_vulnerability,1-78,87-118,127-156,53,14,0,0,False,,,,,,,unscoreable_no_test_positives
E3|propagation_vulnerability|A|logreg|seed2009,2009,A,logreg,propagation_vulnerability,1-78,87-118,127-156,53,14,0,0,False,,,,,,,unscoreable_no_test_positives
E3|propagation_vulnerability|B|lgbm|seed2009,2009,B,lgbm,propagation_vulnerability,1-78,87-118,127-156,61,14,0,0,False,,,,,,,unscoreable_no_test_positives
E3|propagation_vulnerability|B|logreg|seed2009,2009,B,logreg,propagation_vulnerability,1-78,87-118,127-156,61,14,0,0,False,,,,,,,unscoreable_no_test_positives
E3|propagation_vulnerability|C|lgbm|seed2009,2009,C,lgbm,propagation_vulnerability,1-78,87-118,127-156,62,14,0,0,False,,,,,,,unscoreable_no_test_positives
E3|propagation_vulnerability|C|logreg|seed2009,2009,C,logreg,propagation_vulnerability,1-78,87-118,127-156,62,14,0,0,False,,,,,,,unscoreable_no_test_positives
E3|propagation_vulnerability|C1|lgbm|seed2009,2009,C1,lgbm,propagation_vulnerability,1-78,87-118,127-156,66,14,0,0,False,,,,,,,unscoreable_no_test_positives
E3|propagation_vulnerability|C1|logreg|seed2009,2009,C1,logreg,propagation_vulnerability,1-78,87-118,127-156,66,14,0,0,False,,,,,,,unscoreable_no_test_positives
E3|propagation_vulnerability|C2|lgbm|seed2009,2009,C2,lgbm,propagation_vulnerability,1-78,87-118,127-156,65,14,0,0,False,,,,,,,unscoreable_no_test_positives
E3|propagation_vulnerability|C2|logreg|seed2009,2009,C2,logreg,propagation_vulnerability,1-78,87-118,127-156,65,14,0,0,False,,,,,,,unscoreable_no_test_positives
E3|propagation_vulnerability|C3|lgbm|seed2009,2009,C3,lgbm,propagation_vulnerability,1-78,87-118,127-156,63,14,0,0,False,,,,,,,unscoreable_no_test_positives
E3|propagation_vulnerability|C3|logreg|seed2009,2009,C3,logreg,propagation_vulnerability,1-78,87-118,127-156,63,14,0,0,False,,,,,,,unscoreable_no_test_positives
E3|propagation_vulnerability|M0|deterministic|seed2110,2110,M0,deterministic,propagation_vulnerability,1-78,87-118,127-156,0,19,8,0,False,,,,,,,unscoreable_no_test_positives
E3|propagation_vulnerability|A|lgbm|seed2110,2110,A,lgbm,propagation_vulnerability,1-78,87-118,127-156,53,19,8,0,False,,,,,,,unscoreable_no_test_positives
E3|propagation_vulnerability|A|logreg|seed2110,2110,A,logreg,propagation_vulnerability,1-78,87-118,127-156,53,19,8,0,False,,,,,,,unscoreable_no_test_positives
E3|propagation_vulnerability|B|lgbm|seed2110,2110,B,lgbm,propagation_vulnerability,1-78,87-118,127-156,61,19,8,0,False,,,,,,,unscoreable_no_test_positives
E3|propagation_vulnerability|B|logreg|seed2110,2110,B,logreg,propagation_vulnerability,1-78,87-118,127-156,61,19,8,0,False,,,,,,,unscoreable_no_test_positives
E3|propagation_vulnerability|C|lgbm|seed2110,2110,C,lgbm,propagation_vulnerability,1-78,87-118,127-156,62,19,8,0,False,,,,,,,unscoreable_no_test_positives
E3|propagation_vulnerability|C|logreg|seed2110,2110,C,logreg,propagation_vulnerability,1-78,87-118,127-156,62,19,8,0,False,,,,,,,unscoreable_no_test_positives
E3|propagation_vulnerability|C1|lgbm|seed2110,2110,C1,lgbm,propagation_vulnerability,1-78,87-118,127-156,66,19,8,0,False,,,,,,,unscoreable_no_test_positives
E3|propagation_vulnerability|C1|logreg|seed2110,2110,C1,logreg,propagation_vulnerability,1-78,87-118,127-156,66,19,8,0,False,,,,,,,unscoreable_no_test_positives
E3|propagation_vulnerability|C2|lgbm|seed2110,2110,C2,lgbm,propagation_vulnerability,1-78,87-118,127-156,65,19,8,0,False,,,,,,,unscoreable_no_test_positives
E3|propagation_vulnerability|C2|logreg|seed2110,2110,C2,logreg,propagation_vulnerability,1-78,87-118,127-156,65,19,8,0,False,,,,,,,unscoreable_no_test_positives
E3|propagation_vulnerability|C3|lgbm|seed2110,2110,C3,lgbm,propagation_vulnerability,1-78,87-118,127-156,63,19,8,0,False,,,,,,,unscoreable_no_test_positives
E3|propagation_vulnerability|C3|logreg|seed2110,2110,C3,logreg,propagation_vulnerability,1-78,87-118,127-156,63,19,8,0,False,,,,,,,unscoreable_no_test_positives
