experiment_id,seed,target,spec,model,status,pos_test,pr_auc,roc_auc
E4|rt_new_stress|B|logreg|seed1605,1605,rt_new_stress,B,logreg,ok,24,0.4637922889108062,0.8195105488755288
E4|rt_new_stress|C|lgbm|seed1605,1605,rt_new_stress,C,lgbm,ok,24,0.19896564130239253,0.767047984858606
E4|rt_new_stress|C|logreg|seed1605,1605,rt_new_stress,C,logreg,ok,24,0.47085726024238816,0.8176631039857493
E4|rt_new_stress|C2|lgbm|seed1605,1605,rt_new_stress,C2,lgbm,ok,24,0.19896564130239253,0.8085528696281452
E4|rt_new_stress|C2|logreg|seed1605,1605,rt_new_stress,C2,logreg,ok,24,0.4545388902680268,0.8068289356490759
E4|rt_new_stress|C3|lgbm|seed1605,1605,rt_new_stress,C3,lgbm,ok,24,0.19896564130239253,0.767047984858606
E4|rt_new_stress|C3|logreg|seed1605,1605,rt_new_stress,C3,logreg,ok,24,0.45174484487315536,0.8214797650857271
E4|propagation_vulnerability|A|lgbm|seed1706,1706,propagation_vulnerability,A,lgbm,ok,4,0.0003333333333333333,0.5
E4|propagation_vulnerability|A|logreg|seed1706,1706,propagation_vulnerability,A,logreg,ok,4,0.07073723838429721,0.997311603867956
E4|propagation_vulnerability|B|lgbm|seed1706,1706,propagation_vulnerability,B,lgbm,ok,4,0.0003333333333333333,0.5
E4|propagation_vulnerability|B|logreg|seed1706,1706,propagation_vulnerability,B,logreg,ok,4,0.05994646485521074,0.9968322774258086
E4|propagation_vulnerability|C|lgbm|seed1706,1706,propagation_vulnerability,C,lgbm,ok,4,0.0003333333333333333,0.5
E4|propagation_vulnerability|C|logreg|seed1706,1706,propagation_vulnerability,C,logreg,ok,4,0.0712259969375719,0.9973532844281428
E4|propagation_vulnerability|C2|lgbm|seed1706,1706,propagation_vulnerability,C2,lgbm,ok,4,0.0003333333333333333,0.5
E4|propagation_vulnerability|C2|logreg|seed1706,1706,propagation_vulnerability,C2,logreg,ok,4,0.06603423840265946,0.9971032010670224
E4|propagation_vulnerability|C3|lgbm|seed1706,1706,propagation_vulnerability,C3,lgbm,ok,4,0.0003333333333333333,0.49991663887962656
E4|propagation_vulnerability|C3|logreg|seed1706,1706,propagation_vulnerability,C3,logreg,ok,4,0.0676178057757005,0.9971657219073025
E4|rt_new_stress|A|lgbm|seed1706,1706,rt_new_stress,A,lgbm,ok,28,0.07066907441624218,0.7447228055940052
E4|rt_new_stress|A|logreg|seed1706,1706,rt_new_stress,A,logreg,ok,28,0.1789335583101396,0.6383376688463558
E4|rt_new_stress|B|lgbm|seed1706,1706,rt_new_stress,B,lgbm,ok,28,0.15258095780819927,0.6713671185146294
E4|rt_new_stress|B|logreg|seed1706,1706,rt_new_stress,B,logreg,ok,28,0.11057116127186802,0.6136491098276932
E4|rt_new_stress|C|lgbm|seed1706,1706,rt_new_stress,C,lgbm,ok,28,0.17480762757982066,0.8118750298315117
E4|rt_new_stress|C|logreg|seed1706,1706,rt_new_stress,C,logreg,ok,28,0.14147253594964807,0.6046399933177413
E4|rt_new_stress|C2|lgbm|seed1706,1706,rt_new_stress,C2,lgbm,ok,28,0.12473235099223198,0.8000513101999904
E4|rt_new_stress|C2|logreg|seed1706,1706,rt_new_stress,C2,logreg,ok,28,0.169184166284003,0.6068415588754713
E4|rt_new_stress|C3|lgbm|seed1706,1706,rt_new_stress,C3,lgbm,ok,28,0.16965705415749688,0.6898686220228152
E4|rt_new_stress|C3|logreg|seed1706,1706,rt_new_stress,C3,logreg,ok,28,0.10808464091592407,0.5815026729034414
,1807,propagation_vulnerability,,,unscoreable,0,,
E4|rt_new_stress|A|lgbm|seed1807,1807,rt_new_stress,A,lgbm,ok,4,0.20555555555555557,0.9991976492164054
E4|rt_new_stress|A|logreg|seed1807,1807,rt_new_stress,A,logreg,ok,4,0.3179563492063492,0.9995831943981327
E4|rt_new_stress|B|lgbm|seed1807,1807,rt_new_stress,B,lgbm,ok,4,0.19047619047619047,0.9988746248749585
E4|rt_new_stress|B|logreg|seed1807,1807,rt_new_stress,B,logreg,ok,4,0.4511904761904762,0.999770756918973
E4|rt_new_stress|C|lgbm|seed1807,1807,rt_new_stress,C,lgbm,ok,4,0.19047619047619047,0.9988746248749585
E4|rt_new_stress|C|logreg|seed1807,1807,rt_new_stress,C,logreg,ok,4,0.4303571428571429,0.9997499166388796
E4|rt_new_stress|C2|lgbm|seed1807,1807,rt_new_stress,C2,lgbm,ok,4,0.19047619047619047,0.9988746248749584
E4|rt_new_stress|C2|logreg|seed1807,1807,rt_new_stress,C2,logreg,ok,4,0.4303571428571429,0.9997499166388796
E4|rt_new_stress|C3|lgbm|seed1807,1807,rt_new_stress,C3,lgbm,ok,4,0.19047619047619047,0.9988746248749585
E4|rt_new_stress|C3|logreg|seed1807,1807,rt_new_stress,C3,logreg,ok,4,0.5249999999999999,0.9998332777592531
E4|propagation_vulnerability|A|lgbm|seed1908,1908,propagation_vulnerability,A,lgbm,ok,4,0.26666666666666666,0.9995415138379461
E4|propagation_vulnerability|A|logreg|seed1908,1908,propagation_vulnerability,A,logreg,ok,4,0.012970647344491479,0.9844948316105369
E4|propagation_vulnerability|B|lgbm|seed1908,1908,propagation_vulnerability,B,lgbm,ok,4,0.26666666666666666,0.999541513837946
E4|propagation_vulnerability|B|logreg|seed1908,1908,propagation_vulnerability,B,logreg,ok,4,0.014488192631384974,0.9862662554184728
E4|propagation_vulnerability|C|lgbm|seed1908,1908,propagation_vulnerability,C,lgbm,ok,4,0.26666666666666666,0.999541513837946
E4|propagation_vulnerability|C|logreg|seed1908,1908,propagation_vulnerability,C,logreg,ok,4,0.01625063360191873,0.9876208736245414
E4|propagation_vulnerability|C2|lgbm|seed1908,1908,propagation_vulnerability,C2,lgbm,ok,4,0.36363636363636365,0.9995415138379461
E4|propagation_vulnerability|C2|logreg|seed1908,1908,propagation_vulnerability,C2,logreg,ok,4,0.15559387003798594,0.9952067355785261
E4|propagation_vulnerability|C3|lgbm|seed1908,1908,propagation_vulnerability,C3,lgbm,ok,4,0.027243589743589744,0.9940396798932978
E4|propagation_vulnerability|C3|logreg|seed1908,1908,propagation_vulnerability,C3,logreg,ok,4,0.02167419688773125,0.9909344781593865
E4|rt_new_stress|A|lgbm|seed1908,1908,rt_new_stress,A,lgbm,ok,24,0.32950082338419473,0.8313971693386775
E4|rt_new_stress|A|logreg|seed1908,1908,rt_new_stress,A,logreg,ok,24,0.3544281348213081,0.8136864005789356
E4|rt_new_stress|B|lgbm|seed1908,1908,rt_new_stress,B,lgbm,ok,24,0.06180483519106502,0.7441775912936985
E4|rt_new_stress|B|logreg|seed1908,1908,rt_new_stress,B,logreg,ok,24,0.4153900915812395,0.8289773992429303
E4|rt_new_stress|C|lgbm|seed1908,1908,rt_new_stress,C,lgbm,ok,24,0.07360918635612711,0.7639602120908484
E4|rt_new_stress|C|logreg|seed1908,1908,rt_new_stress,C,logreg,ok,24,0.4071808514693526,0.8323800378534847
E4|rt_new_stress|C2|lgbm|seed1908,1908,rt_new_stress,C2,lgbm,ok,24,0.1806146121299485,0.7745056084391004
E4|rt_new_stress|C2|logreg|seed1908,1908,rt_new_stress,C2,logreg,ok,24,0.4015865688889227,0.855019065909597
E4|rt_new_stress|C3|lgbm|seed1908,1908,rt_new_stress,C3,lgbm,ok,24,0.056610440775133386,0.7447533956802495
E4|rt_new_stress|C3|logreg|seed1908,1908,rt_new_stress,C3,logreg,ok,24,0.3800068497239546,0.8409979681585393
,2009,propagation_vulnerability,,,unscoreable,0,,
E4|rt_new_stress|A|lgbm|seed2009,2009,rt_new_stress,A,lgbm,ok,16,0.2639232381452627,0.6166372872162884
E4|rt_new_stress|A|logreg|seed2009,2009,rt_new_stress,A,logreg,ok,16,0.28477435416388247,0.7391678487983979
E4|rt_new_stress|B|lgbm|seed2009,2009,rt_new_stress,B,lgbm,ok,16,0.23905126931215182,0.5916638851802403
E4|rt_new_stress|B|logreg|seed2009,2009,rt_new_stress,B,logreg,ok,16,0.2939824035964448,0.7701935914552737
E4|rt_new_stress|C|lgbm|seed2009,2009,rt_new_stress,C,lgbm,ok,16,0.19903651840339254,0.6719427987316422
E4|rt_new_stress|C|logreg|seed2009,2009,rt_new_stress,C,logreg,ok,16,0.29915721232482356,0.7649887349799732
E4|rt_new_stress|C2|lgbm|seed2009,2009,rt_new_stress,C2,lgbm,ok,16,0.30298096128373037,0.47556116488651534
E4|rt_new_stress|C2|logreg|seed2009,2009,rt_new_stress,C2,logreg,ok,16,0.3067102890960899,0.7583027369826435
E4|rt_new_stress|C3|lgbm|seed2009,2009,rt_new_stress,C3,lgbm,ok,16,0.21097676058447906,0.5915387182910546
E4|rt_new_stress|C3|logreg|seed2009,2009,rt_new_stress,C3,logreg,ok,16,0.31004284832024503,0.7532491238317758
,2110,propagation_vulnerability,,,unscoreable,0,,
E4|rt_new_stress|A|lgbm|seed2110,2110,rt_new_stress,A,lgbm,ok,4,0.02108729083777759,0.614506918972991
E4|rt_new_stress|A|logreg|seed2110,2110,rt_new_stress,A,logreg,ok,4,0.2503773624272775,0.6278759586528843
E4|rt_new_stress|B|lgbm|seed2110,2110,rt_new_stress,B,lgbm,ok,4,0.03597195126440166,0.46729118039346446
E4|rt_new_stress|B|logreg|seed2110,2110,rt_new_stress,B,logreg,ok,4,0.25030899187105665,0.5452025675225075
E4|rt_new_stress|C|lgbm|seed2110,2110,rt_new_stress,C,lgbm,ok,4,0.028036086715267014,0.5454005501833944
E4|rt_new_stress|C|logreg|seed2110,2110,rt_new_stress,C,logreg,ok,4,0.019620600208222597,0.6396090363454485
E4|rt_new_stress|C2|lgbm|seed2110,2110,rt_new_stress,C2,lgbm,ok,4,0.06275830893748924,0.5455047515838612
E4|rt_new_stress|C2|logreg|seed2110,2110,rt_new_stress,C2,logreg,ok,4,0.018196084005477616,0.5853826275425142
E4|rt_new_stress|C3|lgbm|seed2110,2110,rt_new_stress,C3,lgbm,ok,4,0.016916666666666667,0.5377000666888964
E4|rt_new_stress|C3|logreg|seed2110,2110,rt_new_stress,C3,logreg,ok,4,0.2503723838949464,0.6227909303101034
