experiment_id,seed,target,spec,model,status,pos_test,pr_auc,roc_auc
E4|rt_new_stress|A|lgbm|seed1504,1504,rt_new_stress,A,lgbm,ok,28,0.2565272725092771,0.6525225526227865
E4|rt_new_stress|A|logreg|seed1504,1504,rt_new_stress,A,logreg,ok,28,0.179316702510145,0.8454727697961911
E4|rt_new_stress|B|lgbm|seed1504,1504,rt_new_stress,B,lgbm,ok,28,0.2915293379899834,0.7276561977948547
E4|rt_new_stress|B|logreg|seed1504,1504,rt_new_stress,B,logreg,ok,28,0.18880075567768898,0.8209989976612095
E4|rt_new_stress|C|lgbm|seed1504,1504,rt_new_stress,C,lgbm,ok,28,0.3218884174682473,0.7295311083003198
E4|rt_new_stress|C|logreg|seed1504,1504,rt_new_stress,C,logreg,ok,28,0.20002389718800737,0.8247995322418977
E4|rt_new_stress|C2|lgbm|seed1504,1504,rt_new_stress,C2,lgbm,ok,28,0.24930279120781612,0.7226206386330007
E4|rt_new_stress|C2|logreg|seed1504,1504,rt_new_stress,C2,logreg,ok,28,0.18106315318240337,0.817308839673524
E4|rt_new_stress|C3|lgbm|seed1504,1504,rt_new_stress,C3,lgbm,ok,28,0.3216780041679368,0.7129119731755047
E4|rt_new_stress|C3|logreg|seed1504,1504,rt_new_stress,C3,logreg,ok,28,0.29787483905927115,0.8118466898954704
E4|propagation_vulnerability|A|lgbm|seed1605,1605,propagation_vulnerability,A,lgbm,ok,3,0.00025,0.20492623155788947
E4|propagation_vulnerability|A|logreg|seed1605,1605,propagation_vulnerability,A,logreg,ok,3,0.15301365301365302,0.9991108888333194
E4|propagation_vulnerability|B|lgbm|seed1605,1605,propagation_vulnerability,B,lgbm,ok,3,0.00025,0.48507960323414184
E4|propagation_vulnerability|B|logreg|seed1605,1605,propagation_vulnerability,B,logreg,ok,3,0.15252525252525254,0.9991108888333194
E4|propagation_vulnerability|C|lgbm|seed1605,1605,propagation_vulnerability,C,lgbm,ok,3,0.00025,0.141952154705343
E4|propagation_vulnerability|C|logreg|seed1605,1605,propagation_vulnerability,C,logreg,ok,3,0.14572649572649574,0.9990553193854019
E4|propagation_vulnerability|C2|lgbm|seed1605,1605,propagation_vulnerability,C2,lgbm,ok,3,0.00025,0.27586063182462284
E4|propagation_vulnerability|C2|logreg|seed1605,1605,propagation_vulnerability,C2,logreg,ok,3,0.17086247086247086,0.9992220277291545
E4|propagation_vulnerability|C3|lgbm|seed1605,1605,propagation_vulnerability,C3,lgbm,ok,3,0.00025,0.4456530799366508
E4|propagation_vulnerability|C3|logreg|seed1605,1605,propagation_vulnerability,C3,logreg,ok,3,0.14206349206349206,0.9990275346614432
E4|rt_new_stress|A|lgbm|seed1605,1605,rt_new_stress,A,lgbm,ok,24,0.19897173450695765,0.7698034958806502
E4|rt_new_stress|A|logreg|seed1605,1605,rt_new_stress,A,logreg,ok,24,0.4505876273188453,0.7844647628590514
E4|rt_new_stress|B|lgbm|seed1605,1605,rt_new_stress,B,lgbm,ok,24,0.19896564130239253,0.767047984858606
